#	g.1	g.2	g.3
Protein0	0.20159151193633953	0.41114058355437666	0.38726790450928383
Protein1	0.2621527777777778	0.5295138888888888	0.20833333333333334
Protein2	0.1794871794871795	0.3865877712031558	0.4339250493096647
Protein3	0.3028391167192429	0.36908517350157727	0.3280757097791798
Protein4	0.29850746268656714	0.3880597014925373	0.31343283582089554
Protein5	0.1984126984126984	0.3984126984126984	0.4031746031746032
Protein6	0.3672687465790914	0.421455938697318	0.2112753147235906
Protein7	0.2798507462686567	0.4291044776119403	0.291044776119403
Protein8	0.3677621283255086	0.36619718309859156	0.26604068857589985
Protein9	0.34639303482587064	0.36069651741293535	0.292910447761194
Protein10	0.3208053691275168	0.37718120805369126	0.30201342281879195
Protein11	0.4117647058823529	0.23529411764705882	0.35294117647058826
Protein12	0.34639303482587064	0.36069651741293535	0.292910447761194
Protein13	0.3413111342351717	0.3553590010405827	0.30332986472424556
Protein14	0.4263959390862944	0.2956852791878173	0.2779187817258883
Protein15	0.2922636103151863	0.3495702005730659	0.35816618911174786
Protein16	0.41216216216216217	0.32432432432432434	0.2635135135135135
Protein17	0.2823920265780731	0.3687707641196013	0.3488372093023256
Protein18	0.3028391167192429	0.36908517350157727	0.3280757097791798
Protein19	0.25	0.42723880597014924	0.32276119402985076
Protein20	0.21524663677130046	0.42152466367713004	0.3632286995515695
Protein21	0.2558139534883721	0.36046511627906974	0.38372093023255816
Protein22	0.31871345029239767	0.347953216374269	0.3333333333333333
Protein23	0.34279475982532753	0.38209606986899564	0.27510917030567683
Protein24	0.2880658436213992	0.35802469135802467	0.35390946502057613
Protein25	0.2830957230142566	0.37067209775967414	0.34623217922606925
Protein26	0.27816901408450706	0.3890845070422535	0.33274647887323944
Protein27	0.3377926421404682	0.431438127090301	0.23076923076923078
Protein28	0.3312564901349948	0.3842159916926272	0.284527518172378
Protein29	0.2800751879699248	0.35526315789473684	0.36466165413533835
Protein30	0.2	0.41265822784810124	0.38734177215189874
Protein31	0.27702702702702703	0.44594594594594594	0.27702702702702703
Protein32	0.322265625	0.365234375	0.3125
Protein33	0.2	0.41265822784810124	0.38734177215189874
Protein34	0.2	0.41265822784810124	0.38734177215189874
Protein35	0.379746835443038	0.3291139240506329	0.2911392405063291
Protein36	0.2688927943760984	0.421792618629174	0.3093145869947276
Protein37	0.2918918918918919	0.3621621621621622	0.34594594594594597
Protein38	0.248868778280543	0.3438914027149321	0.4072398190045249
Protein39	0.2939297124600639	0.43450479233226835	0.2715654952076677
